screen_name,text
8bitporn,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
mrdjondo,"b'rt @yeujiinioi: a professional exterior car designer and auto electric engineer is all i aspire to be, i sketch on paper with pen and penci\xe2\x80\xa6'"
bdbeberlin,"b'vw ramps up china electric car factories, taking aim at tesla - #evs #electricvehicles #automotive #cars https://t.co/6gga9lgiik'"
k_friki,"b'rt @seafoamaura: redesign of laura! i really like her design more now, she\xe2\x80\x99s a tiger dragon hybrid which is actually an old design concept\xe2\x80\xa6'"
rocket_quote,b'@wallpapermag x @tesla \xf0\x9f\x8d\x80\xf0\x9f\x8d\x80\xf0\x9f\x8d\x83\xf0\x9f\x8d\x83#goodvibes for \xf0\x9f\x8c\x8d'
jermaindupree,"b""rt @getfandom: 'who framed roger rabbit?' director robert zemeckis is producing 'tooned out,' a new animated / live-action hybrid series fo\xe2\x80\xa6"""
andrewharding4,"b'000) ~ split decision ~ bk1 ~ the hybrid series ~ take the plunge, mount 1st rung of mi5 #thrillers series ladder ~\xe2\x80\xa6 https://t.co/sjwheimepv'"
kirstengraham,"b'""autoai comes as standard with ibm cloud pak for data to be used and scaled across hybrid multicloud environments.\xe2\x80\xa6 https://t.co/tq05uw3iwv'"
rumbles,b'rt @torres_samar: seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
dogsttoys,b'@tesletter @elonmusk elon my offer with improove model electric car are still durative'
mucyonm,"b'rt @hodali77: in the same month this happened in #rwanda: - the first smartphone ""made in africa"" was released in #rwanda. - the first elec\xe2\x80\xa6'"
infoguy411,b'rt @assaadrazzouk: @tchruszczow @slocatofficial @cop25cl @cop24 but they do: they consume 30 times more fuel than average sized car  https:\xe2\x80\xa6'
prasanth_p,b'electric vehicles are getting popular in india. spotted a @anandmahindra   electric car and @atherenergy together. https://t.co/wl5fualndr'
ericjhost,b'rt @ford: 11.17.19 | mark your calendar. \xf0\x9f\x93\x86  the mustang-inspired all-electric suv is coming. #electricanduntamed https://t.co/uaq5nai88i'
thecoldhole,b'@ljslaw nick saban mercedes offers this new amg c63 model. the ruggs and waddle package is full of speed...speed...\xe2\x80\xa6 https://t.co/vvktefxjuw'
emojortsgirl,"b'the electric mustang suv thing is funny and all but they cant be serious, why would you take a muscle car and make it an suv, its a joke'"
nerdbaejay,"b""rt @getfandom: 'who framed roger rabbit?' director robert zemeckis is producing 'tooned out,' a new animated / live-action hybrid series fo\xe2\x80\xa6"""
energizeuk,b'tesla model 3 becomes first electric car approved as nyc yellow cab https://t.co/lvmprn61ln https://t.co/mkt4m9cy14'
satisfyingloops,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
itsxxxwords,b'rt @torres_samar: seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
sexualgifs_,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
chuckkutscher,b'@karendzachary @leahstokes @toyota who killed the electric car? gm https://t.co/zc6eawrvni'
prineshr,b'rt @hallaboutafrica: 1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
olivermushimire,b'rt @hallaboutafrica: 1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
amberleeisok,b'wow man i drive a trump car :('
funnybrawls_,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
jackltila,b'rt @jsiskoff: what happens when your all electric car needs to be charged and you don\xe2\x80\x99t have any electricity to charge it? that would total\xe2\x80\xa6'
agbawe2,b'nice concept ....i need to install another horn'
shankthynan,"b'rt @theroyaldutch_: @grandayy @elonmusk @mkbhd @mrbeastyt elon musk to plant first tree on mars, calling it now. first he launches an elect\xe2\x80\xa6'"
adewaleoretuga,"b'in 1896, thomas edison, the great inventor who invented the electric bulb,   was working on an idea to design a car\xe2\x80\xa6 https://t.co/zl2hm2wjok'"
droomdiscovery,b'mercedes benz gle suv launch to mitsubishi m-tech hybrid concept reveal. droom auto shots got you all covered in ju\xe2\x80\xa6 https://t.co/jhsj3rxodv'
sadshawtys,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
stuartlwallace,b'a nobel laureate whose research helped develop lithium-ion batteries said they are poised to become more powerful a\xe2\x80\xa6 https://t.co/oz5nt60tlu'
_eclipsediaz,b'some lady on nextdoor was bitching about an \xe2\x80\x9celectric blue car\xe2\x80\x9d that almost hit her last night and i almost had a s\xe2\x80\xa6 https://t.co/r8njj8vnuj'
georgieanne_ca,b'rt @albertstienstra: blackouts: california\xe2\x80\x99s electric car dream turns into a nightmare  residents needing electricity for medical devices a\xe2\x80\xa6'
teejay,b'@dekruifmichael @cnbc also - filling up a car/truck with natural gas is one of the worst and unhealthy experiences\xe2\x80\xa6 https://t.co/gcgxqknq4n'
petiadimitrov14,b'rt @afmusk: when the haters realize all the taxis are turning into teslas \xf0\x9f\x98\x8f https://t.co/bn95kcgt8x'
lionheartroyal,"b'with students from @uniofhull @hullfs this morning, and the electric kit car they\xe2\x80\x99ve built for @greenpowertrust str\xe2\x80\xa6 https://t.co/eyjcj1x4vi'"
kgllife,"b'\xe2\x98\x91make:mercedes \xe2\x98\x91model:benz compressor \xe2\x98\x91fuel type:essence \xe2\x98\x91transmission:automatic \xe2\x98\x91\xe2\x84\x96 plate: rac***y \xe2\x98\x91price:5,500,000\xe2\x80\xa6 https://t.co/vpo9riyejp'"
clilongwe,b'rt @hallaboutafrica: 1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
jackcyeager,"b""rt @getfandom: 'who framed roger rabbit?' director robert zemeckis is producing 'tooned out,' a new animated / live-action hybrid series fo\xe2\x80\xa6"""
emojortsgirl,b'not even upset its all electric. but why not make an electric muscle car? use your fucking econoline vans you god d\xe2\x80\xa6 https://t.co/4fssyoecia'
kamaulisbeth,"b'rt @africasustain1: rwanda\'s first electric car hits the road   ""officials at the firm say that more cars will join the market in the comin\xe2\x80\xa6'"
libenchmark,"b""rt @sufiy: why britain desperately needs eight new 'gigafactories' to save its car industry #lithium https://t.co/0z3m37cpxy"""
drmjw,b'car industry splits over california emissions rules. what side is your car maker on? my car is a tesla x.  this is\xe2\x80\xa6 https://t.co/7im7utw6ls'
libenchmark,"b'rt @tnr_gold: #theswitch #evsmassmarket \xf0\x9f\x94\x8c\xf0\x9f\x9a\x98\xf0\x9f\x94\x8b #vw ramps up china electric car factories, taking aim at tesla | article [amp] | reuters https:\xe2\x80\xa6'"
zackzackzack4,b'rt @electrekco: tesla model 3 becomes first electric car approved as nyc yellow cab https://t.co/r8gsbifbx7 by @fredericlambert https://t.c\xe2\x80\xa6'
rocobasilisk,"b""rt @mortenlund89: let's just look at this vw: 1,000,000 ev end of 2022  tesla gf1, fremont, gf3 (ramped 2020), gf4 (done: 2021, ramped: 202\xe2\x80\xa6"""
nlepan,b'rt @stuartlwallace: a nobel laureate whose research helped develop lithium-ion batteries said they are poised to become more powerful and c\xe2\x80\xa6'
andrewharding4,b'000) bk review ~ critical moments ~ bk2 ~ the hybrid series ~ by #erotica author @dlbaker6 ~ mi5 #thrillers ~ bdsm\xe2\x80\xa6 https://t.co/pbx2mgktrl'
jpfragosoneto,"b""rt @getfandom: 'who framed roger rabbit?' director robert zemeckis is producing 'tooned out,' a new animated / live-action hybrid series fo\xe2\x80\xa6"""
jacquescirumva,b'rt @hallaboutafrica: 1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
j_macca7,b'@bryan13571 @octopusev @theipaper @octopus_energy yes. that is a lovely car and i think should i go back to electri\xe2\x80\xa6 https://t.co/h9jk4mhckg'
smokinkones,b'@ian_fraser @elonmusk @armitagejim tesla still has a comparative tech advantage but their product looks rubbish and\xe2\x80\xa6 https://t.co/yytref4mgf'
robgreg11,b'@engineer_clay @ilhan go away and drive your electric car and leave others alone. we are yes in the midst of climat\xe2\x80\xa6 https://t.co/og58dlb3lc'
abla34392290,b'@mrbeastyt tesla is not the only electric car in the world...'
thurrauk,"b'volta has partnered with the british engineering firm prodrive for its all-electric, pedestrian-friendly 16-tonne h\xe2\x80\xa6 https://t.co/l47m3f2yxm'"
lester_mncee,b'nobel laureate says better batteries can cement electric-car era - bloomberg https://t.co/7bsisthqkh'
jonbascetta,b'@navywifealison @mrscott304 \xe2\x80\x9cthen why aren\xe2\x80\x99t you in an electric car going to wherever your goin\xe2\x80\x99 you hypocritical bitch?\xe2\x80\x9d\xf0\x9f\x98\x82'
musicdiary,"b""garmin's latest hybrid smartwatch, vivomove series, is launched in singapore from sgd 389 to $849, featuring real w\xe2\x80\xa6 https://t.co/l3umjbymbl"""
moss_jake_moss,"b""rt @getfandom: 'who framed roger rabbit?' director robert zemeckis is producing 'tooned out,' a new animated / live-action hybrid series fo\xe2\x80\xa6"""
diamond6771,b'rt @vprofessa: just about- ya know\xe2\x80\x94a thousand or so mercedes suv\xe2\x80\x99s chillin\xe2\x80\x99 in this lot in birmingham being protected by cops &amp; stuff. no b\xe2\x80\xa6'
lauchidan1,"b'mercedes-benz unimog u5000 suv could travel mountains and rivers, it is mighty! https://t.co/schfusms9r'"
haroldthimbleby,b'looks like an advert for an electric car stalling in a puddle?'
darktumbllr,"b""rt @torres_samar: i'm not going to lie, this is the best purchase i've made of 2019\xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f https://t.co/p5avicgprt"""
thecapetownguy,"b'jaguar has unveiled its first all-electric virtual sports car, the jaguar vision gran turismo coup\xc3\xa9. the futuristic\xe2\x80\xa6 https://t.co/x5czu5udap'"
kzelle4,"b'yes it can be done in africa and other #acca countries, some of the initial engineering input may have come from af\xe2\x80\xa6 https://t.co/evmukbrwf5'"
xmorera,"b'hey @bensullins i felt like a kid yesterday driving around town in an electric car. not a tesla, but the first elec\xe2\x80\xa6 https://t.co/ij6lomoccu'"
snellingdean,b'@mootpoint_af i go for a drive in my electric car and park up in the countryside with the ignition turned on \xf0\x9f\xa4\xaa'
moviepoets,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
simsprobiems,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
nkurayija15,b'rnc weed smoking david himbara propagandist is now targeting vw rwanda\xe2\x80\x99s electric car program. with specific instru\xe2\x80\xa6 https://t.co/c9f419xcpe'
jbnielsen1985,b'@holtmoney51 @teslarati indeed. top gear once faked that the tesla ran out of battery.  https://t.co/lxgtayubea'
jmolivo1,b'rt @lapinesque: convoy of russian vehicles heading from til temir to heseke atm with saa techicals as escorts. 2x btr-82a with what looked\xe2\x80\xa6'
techcloudhere,b'i just love this car and going electric is like dream come true.'
8bitporn,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
shiadrackh,"b""rt @carbuzzcom: awesome mopar concept trucks coming to sema 2019. here's a taste of what to expect in vegas next week. #concept #concepts #\xe2\x80\xa6"""
clevercustard,b'rt @custardcomms: great to see @thetorridon included in @telegraphtravel latest premium article on the chicest places you can stay and char\xe2\x80\xa6'
whoisssher,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
arslankhalid,b'@kayzafar short term: save loved ones with masks &amp; air purifiers.  stay indoors. reduce car use. discourage/report\xe2\x80\xa6 https://t.co/bdzciqgqbz'
ghettomemez,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
smart2k,b'@givemespace3 not really - the lane the electric car will end up in will still be congested.  but the tarmac might be pink!'
shiadrackh,b'rt @volkswagen: the #zwickau plant will become the largest and most efficient electric car plant in europe. e-mobility board member thomas\xe2\x80\xa6'
jordanpowers95,"b""rt @hbomaxnews: \xf0\x9f\x9a\xa8'who framed roger rabbit?' director robert zemeckis is producing '#toonedout,' a new animated / live-action hybrid series\xe2\x80\xa6"""
azzag110,b'@goultralow nah not for me i like smell and noise of a car f### electric'
harrydouglas,b'ford teases its all-electric suv inspired by mustang - #videos - https://t.co/f8ywitkdqb via @detroitnews'
vergetaglines,b'the electric car that burned cash https://t.co/oxyocaueqv https://t.co/j52vuuukhp'
peka6oc,b'rt @hitechgp: \xf0\x9f\x9a\xa8news: full 20-car grid revealed for fia inaugural motorsport games f4 cup    \xf0\x9f\x8c\x8e 20 national teams represented \xf0\x9f\x8f\x8e\xef\xb8\x8f brand new hy\xe2\x80\xa6'
loracmustaine,b'in the #future we will only have #sharingeconomy of #autonomouscars. - carolina ramalho \xf0\x9f\x99\x83\xf0\x9f\x99\x83\xf0\x9f\x99\x83 https://t.co/fi0raz8dog'
metiyilma,"b""#ethiopia &amp; the rest of #africa, it's time to follow suit. #rwanda sets example. electric car is not the future: it\xe2\x80\xa6 https://t.co/03h8cthlas"""
timmonsroberts,b'interesting here on whether utilities and oil and gas are parting ways.  who\xe2\x80\x99s trying to re-kill the electric car? https://t.co/5xq63lvnmm'
npenergyconf,"b'rt @lionheartroyal: with students from @uniofhull @hullfs this morning, and the electric kit car they\xe2\x80\x99ve built for @greenpowertrust street\xe2\x80\xa6'"
chocboytohbadt,b'rt @catchincruises: for sale\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f  make: mercedes benz   model: e300 distress sale\xe2\x80\xbc\xef\xb8\x8f\xe2\x9d\x95  year of manufacture:2017  condition: foreign used   p\xe2\x80\xa6'
luxurynwheels,b'rt @luxurynwheels: sweet toks mercedes benz ml 350 4matic 2013 model now available for sale. price: n11m serious buyers call/whatsapp: 0705\xe2\x80\xa6'
femkesvs,b'@kaibrach thank you! @ow and i are currently in the market for a car and we are really considering the enviro-impac\xe2\x80\xa6 https://t.co/ev9z7ptxqu'
benmsx,b'@origteslasmuse @ckazok test: would you rather stick your face in the exhaust of a gas car or an electric vehicle'
africaogtsummit,"b'tominiyi: today, rwanda launched its first electric car. rwanda was in a serious civil war 10 years ago. what stage\xe2\x80\xa6 https://t.co/qfg6ffgf5t'"
vergeheaders,b'the electric car that burned cash https://t.co/7jtbtoj4b1 https://t.co/o8njh65pjx'
tio_amazon,"b""rt @hbomaxnews: \xf0\x9f\x9a\xa8'who framed roger rabbit?' director robert zemeckis is producing '#toonedout,' a new animated / live-action hybrid series\xe2\x80\xa6"""
kaberukadennis,"b""rt @newtimesrwanda: watch: prime minister @edngirente drives the e-golf during the launch of @vwrwanda's first electric car in #rwanda. htt\xe2\x80\xa6"""
volkswagen,b'from 100 % internal combustion engines to 100 % electric drives: the zwickau factory will become the largest and mo\xe2\x80\xa6 https://t.co/zq0ulc7fjd'
pejp_bengtzone,"b""the main series games of capcom's ace attorney franchise are known for being hybrid visual novels. atlus' trauma ce\xe2\x80\xa6 https://t.co/vipyysmpju"""
realsabz,b'a couple thousand kilowatts \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'
alexandru_89,b'rt @volkswagen: from 100 % internal combustion engines to 100 % electric drives: the zwickau factory will become the largest and most effic\xe2\x80\xa6'
aimostdied,b'rt @torres_samar: seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
puma_kamarullah,"b""rt @getfandom: 'who framed roger rabbit?' director robert zemeckis is producing 'tooned out,' a new animated / live-action hybrid series fo\xe2\x80\xa6"""
rafamora507,"b'rt @leilanimunter: i\xe2\x80\x99ve now driven 90,000 electric miles in phoenix, my @tesla model s! the last time i went to a gas station for my person\xe2\x80\xa6'"
